GeneA,GeneB
P35968,Q8WU20
P35968,Q96PV0
P35968,Q9NP31
P35968,Q9UIW2
P35968,Q9UKB1
P35968,Q9Y297
P35968,Q9Y6I3
P35998,P43686
P35998,P48556
P35998,P49674
P35998,P49720
P35998,P49721
P35998,P50990
P35998,P51665
P35998,P54278
P35998,P54578
P35998,P54725
P35998,P54727
P35998,P55036
P35998,P60896
P35998,P60900
P35998,P61289
P35998,P61758
P35998,P62191
P35998,P62195
P35998,P62333
P35998,P62979
P35998,P62993
P35998,P63220
P35998,P67809
P35998,P67936
P35998,Q00403
P35998,Q06323
P35998,Q13200
P35998,Q13418
P35998,Q13501
P35998,Q13561
P35998,Q13618
P35998,Q14164
P35998,Q14318
P35998,Q15008
P35998,Q15436
P35998,Q16186
P35998,Q16401
P35998,Q4VXH0
P35998,Q5VYK3
P35998,Q6EER8
P35998,Q6EEV4
P35998,Q6EEV6
P35998,Q6NZY4
P35998,Q8TAA3
P35998,Q92597
P35998,Q96DT6
P35998,Q96GF1
P35998,Q99436
P35998,Q99460
P35998,Q99496
P35998,Q99683
P35998,Q9BRP4
P35998,Q9C035
P35998,Q9NRC8
P35998,Q9NRD1
P35998,Q9P2E7
P35998,Q9UL46
P35998,Q9UMX0
P35998,Q9UNM6
P35998,Q9Y3C8
P35998,Q9Y3D3
P35998,Q9Y4K3
P35998,Q9Y5K5
P35998,Q9Y5U4
P35998,Q9Y6E0
P36222,P36222
P36382,Q9P0L2
P36382,Q9UJD0
P36382,Q9Y312
P36383,Q07157
P36383,Q6PJW8
P36402,Q13761
P36402,Q15038
P36404,P61956
P36404,P62714
P36404,P67775
P36404,P99999
P36404,Q13432
P36404,Q14738
P36404,Q8WZ55
P36404,Q9BTW9
P36404,Q9Y2T4
P36404,Q9Y2Y0
P36405,Q04724
P36405,Q13432
P36405,Q16656
P36405,Q5T3J3
P36405,Q5UIP0
P36405,Q71U36
P36405,Q8IWN7
P36405,Q8IWV7
P36405,Q8WZ55
P36405,Q9BTW9
P36405,Q9Y2Y0
P36406,P40692
P36406,P49639
P36406,P49789
P36406,P51116
P36406,P51668
P36406,P51965
P36406,P55040
P36406,P61077
P36406,P62256
P36406,P62330
P36406,P62837
P36406,P63279
P36406,Q00987
P36406,Q0VDD7
P36406,Q12815
P36406,Q13049
P36406,Q13064
P36406,Q13263
P36406,Q14134
P36406,Q14820
P36406,Q15438
P36406,Q15637
P36406,Q16656
P36406,Q59HE9
P36406,Q5VVX9
P36406,Q86YR5
P36406,Q8NFF5
P36406,Q8TBB1
P36406,Q969K3
P36406,Q96HA1
P36406,Q96LR5
P36406,Q99418
P36406,Q99816
P36406,Q99933
P36406,Q9BV68
P36406,Q9BWF2
P36406,Q9BYV6
P36406,Q9BZY9
P36406,Q9C030
P36406,Q9H0A6
P36406,Q9H4K1
P36406,Q9H8T0
P36406,Q9NS91
P36406,Q9NTK1
P36406,Q9P0T4
P36406,Q9UIF8
P36406,Q9UJY4
P36406,Q9UK80
P36406,Q9UNA4
P36406,Q9Y6K9
P36507,P45983
P36507,P49917
P36507,P51452
P36507,P55211
P36507,Q02750
P36507,Q05586
P36507,Q12959
P36507,Q7L2J0
P36507,Q8IVT5
P36507,Q92905
P36507,Q969H4
P36507,Q9UHA4
P36507,Q9Y4F9
P36508,Q09472
P36508,Q13547
P36508,Q15717
P36508,Q15797
P36508,Q86VP6
P36537,Q16539
P36542,A4D1U3
P36542,P38606
P36542,P60002
P36542,Q00013
P36542,Q13131
P36542,Q13418
P36542,Q13618
P36542,Q14181
P36542,Q14197
P36542,Q15022
P36542,Q15910
P36542,Q16891
P36542,Q5JPB8
P36542,Q5T8J1
P36542,Q8N5V2
P36542,Q8NG27
P36542,Q8WWX0
P36542,Q96IZ0
P36542,Q96RN5
P36542,Q99496
P36542,Q99832
P36542,Q9H4B6
P36542,Q9HCC8
P36542,Q9HCK5
P36542,Q9NRD1
P36542,Q9NRX1
P36542,Q9NY33
P36542,Q9UI09
P36542,Q9UQN3
P36542,Q9Y3M9
P36542,Q9Y575
P36542,Q9Y6M9
P36543,A4D1U3
P36543,P60903
P36543,P67809
P36543,P84103
P36543,Q07889
P36543,Q13488
P36543,Q13492
P36543,Q14696
P36543,Q16864
P36543,Q17R98
P36543,Q86V81
P36543,Q8IWZ8
P36543,Q8TAD4
P36543,Q92887
P36543,Q93050
P36543,Q96KR1
P36543,Q9BTV4
P36543,Q9H9B4
P36543,Q9NQW7
P36543,Q9P0L0
P36543,Q9UHA4
P36543,Q9UI12
P36543,Q9Y3Z3
P36543,Q9Y4K3
P36543,Q9Y5K8
P36544,P54253
P36551,P60604
P36551,Q13618
P36551,Q15717
P36575,P36575
P36575,P41222
P36575,P49407
P36575,P63010
P36575,P68400
P36575,Q00610
P36575,Q00987
P36575,Q10567
P36575,Q13367
P36575,Q14749
P36575,Q15438
P36575,Q8IZ40
P36575,Q92783
P36575,Q93091
P36575,Q96IT1
P36575,Q96J02
P36575,Q9UHM6
P36578,P38919
P36578,P39019
P36578,P39023
P36578,P40425
P36578,P42858
P36578,P46087
P36578,P46777
P36578,P46778
P36578,P46781
P36578,P46782
P36578,P47914
P36578,P50336
P36578,P50750
P36578,P50914
P36578,P55769
P36578,P56537
P36578,P60033
P36578,P60866
P36578,P61247
P36578,P61313
P36578,P61326
P36578,P61353
P36578,P61513
P36578,P61956
P36578,P62081
P36578,P62241
P36578,P62244
P36578,P62249
P36578,P62258
P36578,P62263
P36578,P62277
P36578,P62280
P36578,P62424
P36578,P62701
P36578,P62750
P36578,P62753
P36578,P62829
P36578,P62847
P36578,P62851
P36578,P62854
P36578,P62857
P36578,P62888
P36578,P62899
P36578,P62906
P36578,P62910
P36578,P62913
P36578,P62917
P36578,P62979
P36578,P63104
P36578,P63165
P36578,P63220
P36578,P63244
P36578,P68104
P36578,P83731
P36578,P84022
P36578,P84098
P36578,Q02543
P36578,Q02878
P36578,Q07020
P36578,Q12905
P36578,Q12906
P36578,Q13043
P36578,Q13131
P36578,Q13148
P36578,Q13233
P36578,Q13418
P36578,Q13526
P36578,Q13616
P36578,Q13617
P36578,Q13618
P36578,Q13619
P36578,Q13620
P36578,Q14197
P36578,Q14684
P36578,Q14978
P36578,Q15185
P36578,Q15843
P36578,Q504Q3
P36578,Q71UM5
P36578,Q7KZF4
P36578,Q7L5N1
P36578,Q86VP6
P36578,Q8NC51
P36578,Q8NHW5
P36578,Q92597
P36578,Q92630
P36578,Q92905
P36578,Q93034
P36578,Q969P0
P36578,Q96GG9
P36578,Q96L21
P36578,Q96S44
P36578,Q99496
P36578,Q99558
P36578,Q9BQE3
P36578,Q9BQG0
P36578,Q9BVP2
P36578,Q9BVS4
P36578,Q9BX66
P36578,Q9BYG3
P36578,Q9C026
P36578,Q9H492
P36578,Q9NRC8
P36578,Q9NRD1
P36578,Q9UQ80
P36578,Q9UQL6
P36578,Q9Y2X3
P36578,Q9Y3U8
P36578,Q9Y6E0
P36639,E5KTI5
P36639,P78549
P36639,Q13616
P36639,Q13617
P36639,Q13620
P36639,Q7L5N1
P36639,Q86VP6
P36639,Q92905
P36639,Q93034
P36639,Q96GG9
P36639,Q9HC36
P36776,P36776
P36776,P48431
P36776,P61956
P36776,Q07021
P36776,Q13325
P36776,Q13418
P36776,Q13616
P36776,Q14197
P36776,Q14204
P36776,Q15714
P36776,Q16543
P36776,Q16656
P36776,Q96JB6
P36776,Q9BQ95
P36776,Q9BSB4
P36776,Q9H0A6
P36776,Q9NRC8
P36776,Q9NRM7
P36776,Q9Y2H9
P36871,P37837
P36871,P40925
P36871,P54274
P36871,Q13107
P36871,Q6ZW49
P36871,Q96AE4
P36871,Q96G03
P36871,Q9BSI4
P36871,Q9GZZ9
P36871,Q9NQR4
P36871,Q9NUX5
P36871,Q9NYB0
P36871,Q9UBQ7
P36873,A1DRY3
P36873,P38398
P36873,P41236
P36873,P42771
P36873,P46439
P36873,P48729
P36873,P49427
P36873,P49750
P36873,P49841
P36873,P51449
P36873,P51610
P36873,P51955
P36873,P54652
P36873,P55072
P36873,P60709
P36873,P61244
P36873,P62316
P36873,P62993
P36873,P63104
P36873,P63165
P36873,P63208
P36873,P63261
P36873,P67870
P36873,P78364
P36873,P78371
P36873,Q00610
P36873,Q02447
P36873,Q07817
P36873,Q12824
P36873,Q12972
P36873,Q13114
P36873,Q13263
P36873,Q13315
P36873,Q13474
P36873,Q13547
P36873,Q13595
P36873,Q13616
P36873,Q13625
P36873,Q13873
P36873,Q14684
P36873,Q14739
P36873,Q15233
P36873,Q15435
P36873,Q15717
P36873,Q2T9L4
P36873,Q38J66
P36873,Q3B726
P36873,Q4KMQ1
P36873,Q569H4
P36873,Q5HYK9
P36873,Q5JR98
P36873,Q5JTV8
P36873,Q5SWA1
P36873,Q5SZB4
P36873,Q5UIP0
P36873,Q5VT52
P36873,Q5VUA4
P36873,Q5VZQ5
P36873,Q6B0I6
P36873,Q6IQ20
P36873,Q6NYC8
P36873,Q6PJW8
P36873,Q6UWU2
P36873,Q6UXN9
P36873,Q6ZMQ8
P36873,Q6ZMY3
P36873,Q6ZMZ0
P36873,Q6ZW49
P36873,Q7L576
P36873,Q7Z5G4
P36873,Q7Z5V6
P36873,Q7Z5Y7
P36873,Q86US8
P36873,Q86VG3
P36873,Q8IUQ4
P36873,Q8IW00
P36873,Q8IWU2
P36873,Q8IZ21
P36873,Q8IZD2
P36873,Q8N474
P36873,Q8N5T2
P36873,Q8N726
P36873,Q8N9B4
P36873,Q8NG31
P36873,Q8TAP8
P36873,Q8TEC5
P36873,Q8WVC0
P36873,Q8WXF2
P36873,Q92547
P36873,Q92736
P36873,Q92783
P36873,Q92905
P36873,Q969S8
P36873,Q96C90
P36873,Q96EB1
P36873,Q96GX9
P36873,Q96I34
P36873,Q96JQ2
P36873,Q96KQ4
P36873,Q96QC0
P36873,Q96QE5
P36873,Q96S59
P36873,Q96S65
P36873,Q96SB3
P36873,Q99759
P36873,Q9BS83
P36873,Q9BSF8
P36873,Q9BXJ8
P36873,Q9BY41
P36873,Q9BY44
P36873,Q9BYB0
P36873,Q9H0A9
P36873,Q9H0I2
P36873,Q9H0Q3
P36873,Q9HBL0
P36873,Q9HCK1
P36873,Q9NPI7
P36873,Q9NR20
P36873,Q9NRC8
P36873,Q9NRD1
P36873,Q9NRG7
P36873,Q9NYF0
P36873,Q9NZM3
P36873,Q9P2H0
P36873,Q9P2P6
P36873,Q9UBL3
P36873,Q9UBN7
P36873,Q9UD71
P36873,Q9UHY1
P36873,Q9UKA4
P36873,Q9UKC9
P36873,Q9UKU7
P36873,Q9ULW3
P36873,Q9UQK1
P36873,Q9Y2W2
P36873,Q9Y4K3
P36873,Q9Y572
P36873,Q9Y6K9
P36873,Q9Y6X6
P36888,P62993
P36888,P78314
P36888,Q05209
P36888,Q06124
P36888,Q13191
P36888,Q13239
P36888,Q8IUQ4
P36888,Q8IXJ6
P36888,Q92835
P36888,Q96SL8
P36888,Q9Y6K9
P36894,P43026
P36894,P46934
P36894,P62942
P36894,P68106
P36894,Q03135
P36894,Q04771
P36894,Q12841
P36894,Q13145
P36894,Q13873
P36894,Q13950
P36894,Q15326
P36894,Q15427
P36894,Q15714
P36894,Q15750
P36894,Q15797
P36894,Q6KF10
P36894,Q86TG7
P36894,Q8N6C5
P36894,Q8WUH2
P36894,Q96PU5
P36894,Q9HCE7
P36896,P36896
P36896,P46379
P36896,P55103
P36896,P62942
P36896,P84022
P36896,Q04771
P36896,Q13145
P36896,Q13438
P36896,Q13485
P36896,Q13596
P36896,Q13705
P36896,Q13873
P36896,Q15714
P36896,Q15717
P36896,Q15796
P36896,Q86TG7
P36896,Q8N6C5
P36896,Q8WUH2
P36896,Q96PU5
P36896,Q9HCE7
P36897,P37023
P36897,P37173
P36897,P48059
P36897,P48454
P36897,P48729
P36897,P49354
P36897,P49703
P36897,P49795
P36897,P51153
P36897,P51784
P36897,P52757
P36897,P52793
P36897,P57729
P36897,P57735
P36897,P60953
P36897,P61586
P36897,P61812
P36897,P62826
P36897,P62879
P36897,P62942
P36897,P62979
P36897,P62988
P36897,P63010
P36897,P63104
P36897,P63151
P36897,P84022
P36897,P84095
P36897,P98082
P36897,P98170
P36897,Q00532
P36897,Q00534
P36897,Q00537
P36897,Q01082
P36897,Q03135
P36897,Q04323
P36897,Q04771
P36897,Q08881
P36897,Q09472
P36897,Q12834
P36897,Q12931
P36897,Q13107
P36897,Q13145
P36897,Q13153
P36897,Q13485
P36897,Q13501
P36897,Q13873
P36897,Q14344
P36897,Q14D04
P36897,Q15052
P36897,Q15669
P36897,Q15714
P36897,Q15717
P36897,Q15796
P36897,Q15797
P36897,Q16539
P36897,Q16625
P36897,Q16671
P36897,Q2M1Z3
P36897,Q53QZ3
P36897,Q58WW2
P36897,Q5T6F0
P36897,Q61011
P36897,Q6P3X3
P36897,Q6PF15
P36897,Q6SA08
P36897,Q70Z35
P36897,Q78GU9
P36897,Q7TNF6
P36897,Q7Z418
P36897,Q7Z4P3
P36897,Q86SG6
P36897,Q86TG7
P36897,Q86XS8
P36897,Q8BZN4
P36897,Q8C6C1
P36897,Q8IUC4
P36897,Q8K0D0
P36897,Q8NEV4
P36897,Q8NFH4
P36897,Q8TAI7
P36897,Q8TAX0
P36897,Q8TDM6
P36897,Q8TDR2
P36897,Q8VCM2
P36897,Q8VDF3
P36897,Q8VEM1
P36897,Q8WUH2
P36897,Q91Z38
P36897,Q925E1
P36897,Q93034
P36897,Q969T4
P36897,Q96D21
P36897,Q96F10
P36897,Q96GD4
P36897,Q96J02
P36897,Q96LT4
P36897,Q96S59
P36897,Q96T49
P36897,Q99614
P36897,Q99942
P36897,Q99972
P36897,Q9BST9
P36897,Q9BTX7
P36897,Q9BUZ4
P36897,Q9BVA0
P36897,Q9BX70
P36897,Q9BXA7
P36897,Q9BZG1
P36897,Q9C0J8
P36897,Q9DA37
P36897,Q9DAR2
P36897,Q9DAW6
P36897,Q9ESS0
P36897,Q9GZS3
P36897,Q9H082
P36897,Q9H093
P36897,Q9H0E2
P36897,Q9H1Z4
P36897,Q9H3Q1
P36897,Q9H4E5
P36897,Q9H5K3
P36897,Q9H6T3
P36897,Q9H832
P36897,Q9HAU4
P36897,Q9HC98
P36897,Q9HCE7
P36897,Q9HCU5
P36897,Q9NPB6
P36897,Q9NR64
P36897,Q9NRW1
P36897,Q9NSN8
P36897,Q9NTX7
P36897,Q9NVJ2
P36897,Q9NW38
P36897,Q9NW61
P36897,Q9NWN3
P36897,Q9NXK8
P36897,Q9NYJ8
P36897,Q9NYL2
P36897,Q9NYN1
P36897,Q9NYS0
P36897,Q9P2K8
P36897,Q9QZL6
P36897,Q9UBL3
P36897,Q9UF11
P36897,Q9UHE5
P36897,Q9UII6
P36897,Q9UIK4
P36897,Q9UJX4
P36897,Q9UNE7
P36897,Q9UNH7
P36897,Q9UNK0
P36897,Q9Y3F4
P36897,Q9Y4E8
P36897,Q9Y4K3
P36897,Q9Y6J8
P36915,P46777
P36915,P62244
P36915,Q93096
P36915,Q9UDV6
P36941,Q06643
P36941,Q12933
P36941,Q13077
P36941,Q13114
P36941,Q13490
P36941,Q14469
P36941,Q15326
P36941,Q9BUZ4
P36941,Q9NR28
P36941,Q9QYH9
P36952,Q13547
P36952,Q969P5
P36952,Q9NZC7
P36952,Q9Y5K5
P36952,Q9Y6M0
P36954,A0JLT2
P36954,P38398
P36954,P52434
P36954,Q16630
P36954,Q16656
P36954,Q8TAF3
P36954,Q93034
P36954,Q96GG9
P36954,Q9BTT4
P36954,Q9BTW9
P36954,Q9NX70
P36955,P40692
P36955,P68400
P36955,Q96AD5
P36955,Q96PU5
P36955,Q99972
P36956,A1YPR0
P36956,P41235
P36956,P49336
P36956,P49841
P36956,P51843
P36956,P54253
P36956,P61956
P36956,P63165
P36956,P63279
P36956,Q02535
P36956,Q09472
P36956,Q12770
P36956,Q12772
P36956,Q13315
P36956,Q13503
P36956,Q15648
P36956,Q6STE5
P36956,Q71SY5
P36956,Q86TJ2
P36956,Q8WVJ9
P36956,Q92616
P36956,Q92731
P36956,Q92793
P36956,Q92830
P36956,Q93074
P36956,Q969H0
P36956,Q96EB6
P36956,Q96RN5
P36956,Q9NVC6
P36956,Q9UHV7
P36956,Q9ULK4
P36956,Q9Y230
P36956,Q9Y2Y9
P36956,Q9Y4A5
P36956,Q9Y5U4
P36957,P55209
P36957,P68371
P36957,Q02218
P36957,Q05516
P36957,Q13045
P36957,Q13405
P36957,Q13885
P36957,Q14164
P36957,Q8N2Y8
P36957,Q8TDM6
P36957,Q8WVM8
P36957,Q92597
P36957,Q92630
P36957,Q92995
P36957,Q96RL1
P36957,Q9H6F5
P36957,Q9NQ50
P36957,Q9NYK5
P36957,Q9P015
P36957,Q9UKY1
P36959,P36959
P36969,Q96G74
P37023,P37173
P37023,P55055
P37023,P62942
P37023,P67870
P37023,P98170
P37023,Q13145
P37023,Q15714
P37023,Q15797
P37023,Q86TG7
P37023,Q8N6C5
P37023,Q8WUH2
P37023,Q9UNH7
P37058,P40692
P37088,P46934
P37088,P51168
P37088,P51170
P37088,P63279
P37088,P68400
P37088,Q14694
P37088,Q16623
P37088,Q76N89
P37088,Q96J02
P37088,Q96PU5
P37088,Q99816
P37088,Q9H0M0
P37088,Q9NTG7
P37088,Q9Y6I3
P37088,Q9Y6Q5
P37088,Q9Y6X1
P37108,P38919
P37108,P39687
P37108,P40337
P37108,P48729
P37108,P49458
P37108,P49674
P37108,P50914
P37108,P55769
P37108,P57081
P37108,P61011
P37108,P62158
P37108,P62314
P37108,P62330
P37108,P62701
P37108,P78527
P37108,P84098
P37108,Q02878
P37108,Q13188
P37108,Q13616
P37108,Q13618
P37108,Q14164
P37108,Q15418
P37108,Q16181
P37108,Q32P28
P37108,Q504Q3
P37108,Q6V1X1
P37108,Q6ZQU3
P37108,Q7Z422
P37108,Q86VP6
P37108,Q8TAT6
P37108,Q92905
P37108,Q969P0
P37108,Q96BK5
P37108,Q96HC4
P37108,Q96P70
P37108,Q9BVS4
P37108,Q9H1Y0
P37108,Q9NX58
P37108,Q9NY93
P37108,Q9P2J5
P37108,Q9UBE0
P37108,Q9UBT2
P37108,Q9UKV3
P37108,Q9UMS4
P37108,Q9UNZ2
P37108,Q9UQ35
P37108,Q9Y478
P37108,Q9Y575
P37173,P46940
P37173,P60953
P37173,P61812
P37173,P63010
P37173,P84022
P37173,P98082
P37173,Q03167
P37173,Q04771
P37173,Q12841
P37173,Q12931
P37173,Q13153
P37173,Q13347
P37173,Q13485
P37173,Q14155
P37173,Q15052
P37173,Q15714
P37173,Q16625
P37173,Q5JR98
P37173,Q7Z418
P37173,Q86TG7
P37173,Q8IX30
P37173,Q8TAX0
P37173,Q8WUH2
P37173,Q93074
P37173,Q96T49
P37173,Q9BUZ4
P37173,Q9BXA7
P37173,Q9HAU4
P37173,Q9HCE7
P37173,Q9HD26
P37173,Q9NWN3
P37173,Q9UER7
P37173,Q9UNH7
P37173,Q9Y3F4
P37173,Q9Y4K3
P37198,P38919
P37198,P40425
P37198,P49790
P37198,P49792
P37198,P52294
P37198,P52948
P37198,P55072
P37198,P61970
P37198,P78406
P37198,Q03933
P37198,Q12986
P37198,Q13114
P37198,Q13123
P37198,Q13283
P37198,Q13618
P37198,Q13724
P37198,Q14653
P37198,Q14974
P37198,Q16656
P37198,Q53FT3
P37198,Q53TE3
P37198,Q6ZUS5
P37198,Q7Z3B3
P37198,Q7Z3B4
P37198,Q86XA9
P37198,Q8N1F7
P37198,Q8WYP5
P37198,Q93034
P37198,Q95HA6
P37198,Q96AW0
P37198,Q96I24
P37198,Q96QU8
P37198,Q9BVL2
P37198,Q9GZY0
P37198,Q9H8Y8
P37198,Q9HD26
P37198,Q9NVV9
P37198,Q9UBU9
P37198,Q9UN86
P37198,Q9Y3C0
P37198,Q9Y4J8
P37198,Q9Y547
P37198,Q9Y6D6
P37231,A5YKK6
P37231,A9UHW6
P37231,P39687
P37231,P42858
P37231,P45983
P37231,P46934
P37231,P48443
P37231,P48552
P37231,P49427
P37231,P50454
P37231,P51532
P37231,P51608
P37231,P51784
P37231,P51843
P37231,P56524
P37231,P61964
P37231,P63165
P37231,Q00535
P37231,Q04206
P37231,Q09472
P37231,Q12756
P37231,Q12778
P37231,Q13547
P37231,Q13772
P37231,Q14686
P37231,Q15047
P37231,Q15291
P37231,Q15466
P37231,Q15596
P37231,Q15648
P37231,Q15649
P37231,Q15650
P37231,Q15652
P37231,Q15653
P37231,Q15788
P37231,Q15796
P37231,Q15910
P37231,Q15942
P37231,Q16236
P37231,Q3V6T2
P37231,Q5QJE6
P37231,Q5T3J3
P37231,Q6STE5
P37231,Q86VZ6
P37231,Q8NBB4
P37231,Q8WZ19
P37231,Q8WZ75
P37231,Q92731
P37231,Q92793
P37231,Q92905
P37231,Q92993
P37231,Q93009
P37231,Q96C00
P37231,Q96CV9
P37231,Q96IT1
P37231,Q96S59
P37231,Q99460
P37231,Q9BUJ2
P37231,Q9BYK8
P37231,Q9H0E9
P37231,Q9H3R0
P37231,Q9H5J0
P37231,Q9HC78
P37231,Q9HCK8
P37231,Q9P2D1
P37231,Q9UBE8
P37231,Q9UBK2
P37231,Q9UBL3
P37231,Q9ULX9
P37231,Q9Y3R0
P37231,Q9Y4B4
P37231,Q9Y5X4
P37231,Q9Y613
P37231,Q9Y618
P37231,Q9Y6Q9
P37235,P54253
P37235,Q06495
P37235,Q86UW9
P37235,Q9NP66
P37235,Q9Y6K9
P37268,P43220
P37268,Q13418
P37268,Q149N8
P37268,Q15041
P37268,Q5VWT5
P37268,Q6ZTI6
P37268,Q969S8
P37268,Q9BTV4
P37268,Q9NRD1
P37268,Q9Y230
P37268,Q9Y265
P37275,P48431
P37275,P50454
P37275,P51532
P37275,P52655
P37275,P56545
P37275,P61956
P37275,P84022
P37275,Q00534
P37275,Q09472
P37275,Q13363
P37275,Q14919
P37275,Q15796
P37275,Q15797
P37275,Q5T4S7
P37275,Q92993
P37275,Q96EB6
P37287,P57054
P37287,Q14442
P37287,Q15717
P37287,Q16656
P37287,Q96I23
P37287,Q9BRB3
P37802,P40337
P37802,P49917
P37802,P60709
P37802,P61956
P37802,P62306
P37802,P62937
P37802,P78318
P37802,Q14164
P37802,Q14676
P37802,Q15008
P37802,Q96BK5
P37802,Q9GZN1
P37802,Q9H1Y0
P37802,Q9H2U1
P37802,Q9NZN4
P37802,Q9UET6
P37802,Q9Y4K3
P37837,P37837
P37837,P52888
P37837,P54274
P37837,P56537
P37837,P61604
P37837,P61956
P37837,P62330
P37837,Q00796
P37837,Q12873
P37837,Q13185
P37837,Q14164
P37837,Q15554
P37837,Q99497
P37837,Q9BY43
P37837,Q9NRG0
P37837,Q9NYB0
P37837,Q9UKY1
P37837,Q9Y4K3
P37837,Q9Y617
P37840,A2AJI0
P37840,A5G6L5
P37840,P41252
P37840,P42858
P37840,P43024
P37840,P43250
P37840,P43405
P37840,P45880
P37840,P45983
P37840,P46821
P37840,P46934
P37840,P48729
P37840,P48730
P37840,P48771
P37840,P49407
P37840,P49841
P37840,P51659
P37840,P51693
P37840,P53350
P37840,P56211
P37840,P60709
P37840,P61006
P37840,P61956
P37840,P62158
P37840,P62258
P37840,P62988
P37840,P68104
P37840,P68133
P37840,P68363
P37840,P68400
P37840,P99999
P37840,Q00610
P37840,Q00722
P37840,Q01082
P37840,Q01959
P37840,Q02156
P37840,Q02790
P37840,Q03135
P37840,Q04917
P37840,Q05655
P37840,Q06830
P37840,Q07812
P37840,Q07817
P37840,Q07866
P37840,Q08495
P37840,Q10567
P37840,Q12967
P37840,Q13393
P37840,Q13501
P37840,Q13526
P37840,Q13627
P37840,Q14204
P37840,Q14289
P37840,Q14814
P37840,Q15011
P37840,Q15019
P37840,Q15835
P37840,Q16082
P37840,Q16143
P37840,Q4JFN6
P37840,Q53QZ3
P37840,Q5S007
P37840,Q5VU43
P37840,Q64516
P37840,Q71DI3
P37840,Q71U36
P37840,Q791V5
P37840,Q7JCY6
P37840,Q7JCZ1
P37840,Q8BG81
P37840,Q8BH80
P37840,Q8IUQ4
P37840,Q8IZL8
P37840,Q8N5U6
P37840,Q8R5C5
P37840,Q92876
P37840,Q92934
P37840,Q93008
P37840,Q96A73
P37840,Q96K76
P37840,Q96N67
P37840,Q99497
P37840,Q99LC3
P37840,Q9BRK5
P37840,Q9BUT1
P37840,Q9BXM7
P37840,Q9BXS0
P37840,Q9CPP6
P37840,Q9CQ54
P37840,Q9CQ75
P37840,Q9CQH3
P37840,Q9CQJ8
P37840,Q9CQQ7
P37840,Q9CQZ6
P37840,Q9CR62
P37840,Q9D0M3
P37840,Q9D0M5
P37840,Q9D6J5
P37840,Q9D6M3
P37840,Q9D855
P37840,Q9DC70
P37840,Q9DCJ5
P37840,Q9H0R8
P37840,Q9H492
P37840,Q9H4B4
P37840,Q9H4B7
P37840,Q9MD68
P37840,Q9MD82
P37840,Q9NPF8
P37840,Q9NRR8
P37840,Q9NYY3
P37840,Q9NZZ3
P37840,Q9QYA2
P37840,Q9UHR5
P37840,Q9UHV9
P37840,Q9UI14
P37840,Q9UJY1
P37840,Q9UKI2
P37840,Q9UL15
P37840,Q9UNE7
P37840,Q9UQF2
P37840,Q9WV92
P37840,Q9Y4K3
P37840,Q9Y6H5
P38117,Q14164
P38117,Q16656
P38117,Q9H1B7
P38117,Q9NXA8
P38159,P38919
P38159,P42229
P38159,P51116
P38159,P51858
P38159,P52272
P38159,P52597
P38159,P61326
P38159,P61956
P38159,P61978
P38159,P62633
P38159,P62857
P38159,P62899
P38159,P62995
P38159,P63165
P38159,P68104
P38159,P68400
P38159,Q07666
P38159,Q13148
P38159,Q13151
P38159,Q13435
P38159,Q13618
P38159,Q14011
P38159,Q14103
P38159,Q15393
P38159,Q15424
P38159,Q15427
P38159,Q15428
P38159,Q15459
P38159,Q16236
P38159,Q504Q3
P38159,Q5VWX1
P38159,Q70EL2
P38159,Q7L2J0
P38159,Q86VM9
P38159,Q86VP6
P38159,Q8IYB3
P38159,Q8IZH2
P38159,Q8N5R6
P38159,Q8TBB1
P38159,Q8TDY2
P38159,Q8WXA9
P38159,Q92530
P38159,Q96PK6
P38159,Q99459
P38159,Q99496
P38159,Q9BTL3
P38159,Q9BUJ2
P38159,Q9H1E3
P38159,Q9NRC8
P38159,Q9NRD1
P38159,Q9NZC7
P38159,Q9NZM3
P38159,Q9UBU9
P38159,Q9UKM9
P38159,Q9ULM2
P38159,Q9UPE1
P38159,Q9UQ35
P38159,Q9UQL6
P38159,Q9Y3B4
P38159,Q9Y580
P38159,Q9Y5S9
P38398,B9EGS8
P38398,P40692
P38398,P40763
P38398,P41161
P38398,P42224
P38398,P42229
P38398,P42345
P38398,P42574
P38398,P42679
P38398,P42771
P38398,P43246
P38398,P46736
P38398,P47756
P38398,P48147
P38398,P49189
P38398,P49336
P38398,P49441
P38398,P49790
P38398,P49959
P38398,P50542
P38398,P50613
P38398,P50750
P38398,P51531
P38398,P51532
P38398,P51587
P38398,P51668
P38398,P51946
P38398,P51948
P38398,P51965
P38398,P52292
P38398,P52294
P38398,P52434
P38398,P52435
P38398,P52701
P38398,P53803
P38398,P54132
P38398,P54274
P38398,P54709
P38398,P54727
P38398,P55072
P38398,P55211
P38398,P55273
P38398,P55854
P38398,P55884
P38398,P60896
P38398,P60900
P38398,P61077
P38398,P61086
P38398,P61088
P38398,P61916
P38398,P61956
P38398,P61968
P38398,P62136
P38398,P62140
P38398,P62487
P38398,P62805
P38398,P62837
P38398,P62877
P38398,P62899
P38398,P62988
P38398,P63104
P38398,P63165
P38398,P63208
P38398,P63244
P38398,P63261
P38398,P63279
P38398,P67775
P38398,P67809
P38398,P67870
P38398,P68036
P38398,P68366
P38398,P68400
P38398,P78347
P38398,P78396
P38398,P78527
