GeneA,GeneB
P38398,P84022
P38398,P85299
P38398,P98170
P38398,Q00535
P38398,Q00536
P38398,Q01094
P38398,Q01543
P38398,Q01664
P38398,Q02962
P38398,Q03468
P38398,Q04206
P38398,Q04323
P38398,Q04637
P38398,Q04727
P38398,Q05048
P38398,Q05086
P38398,Q06481
P38398,Q06609
P38398,Q07955
P38398,Q08211
P38398,Q08999
P38398,Q09028
P38398,Q09472
P38398,Q0VDF9
P38398,Q12798
P38398,Q12824
P38398,Q12888
P38398,Q13045
P38398,Q13085
P38398,Q13148
P38398,Q13233
P38398,Q13287
P38398,Q13309
P38398,Q13315
P38398,Q13362
P38398,Q13363
P38398,Q13416
P38398,Q13485
P38398,Q13503
P38398,Q13535
P38398,Q13547
P38398,Q14103
P38398,Q14192
P38398,Q14204
P38398,Q14240
P38398,Q14527
P38398,Q14676
P38398,Q14683
P38398,Q15004
P38398,Q15366
P38398,Q15554
P38398,Q15596
P38398,Q15648
P38398,Q15796
P38398,Q16236
P38398,Q16254
P38398,Q16576
P38398,Q16665
P38398,Q16666
P38398,Q16777
P38398,Q16821
P38398,Q17RB8
P38398,Q58EX2
P38398,Q5BJF6
P38398,Q5D0E6
P38398,Q5H9R7
P38398,Q5M9Q1
P38398,Q5T447
P38398,Q5VT06
P38398,Q5VTD9
P38398,Q5VU13
P38398,Q6EEV4
P38398,Q6N043
P38398,Q6NW29
P38398,Q6NYC8
P38398,Q6NZY4
P38398,Q6PGQ7
P38398,Q6PJG6
P38398,Q6R327
P38398,Q6UWZ7
P38398,Q6XPS3
P38398,Q71DI3
P38398,Q7KZ85
P38398,Q7Z4K8
P38398,Q7Z569
P38398,Q7Z6J9
P38398,Q7Z6Z7
P38398,Q86UU5
P38398,Q86UV6
P38398,Q86UX2
P38398,Q86YB8
P38398,Q86YC2
P38398,Q8IWV2
P38398,Q8IXJ6
P38398,Q8IXW5
P38398,Q8IZC4
P38398,Q8N0U8
P38398,Q8N163
P38398,Q8N1N5
P38398,Q8N2W9
P38398,Q8N668
P38398,Q8N8A2
P38398,Q8NEY3
P38398,Q8NEY8
P38398,Q8NI51
P38398,Q8TAF3
P38398,Q8TAQ2
P38398,Q8WW35
P38398,Q8WX92
P38398,Q8WXE1
P38398,Q8WZA1
P38398,Q92547
P38398,Q92560
P38398,Q92754
P38398,Q92759
P38398,Q92769
P38398,Q92793
P38398,Q92830
P38398,Q92878
P38398,Q92922
P38398,Q92925
P38398,Q93075
P38398,Q93097
P38398,Q969T4
P38398,Q96B02
P38398,Q96EB6
P38398,Q96EP5
P38398,Q96EY1
P38398,Q96F85
P38398,Q96I51
P38398,Q96J01
P38398,Q96KN7
P38398,Q96LR5
P38398,Q96M86
P38398,Q96P16
P38398,Q96QT6
P38398,Q96RL1
P38398,Q96S59
P38398,Q96SB3
P38398,Q96SD1
P38398,Q99623
P38398,Q99708
P38398,Q99728
P38398,Q99759
P38398,Q99873
P38398,Q9BPZ7
P38398,Q9BX63
P38398,Q9BXW9
P38398,Q9BY14
P38398,Q9C0B5
P38398,Q9GZR7
P38398,Q9GZU2
P38398,Q9GZX5
P38398,Q9H3D4
P38398,Q9H4M3
P38398,Q9H6T3
P38398,Q9H6X2
P38398,Q9HAW4
P38398,Q9HCN4
P38398,Q9NNW5
P38398,Q9NPD8
P38398,Q9NPI1
P38398,Q9NQG5
P38398,Q9NRF2
P38398,Q9NS91
P38398,Q9NTJ4
P38398,Q9NVC6
P38398,Q9NWF9
P38398,Q9NWV8
P38398,Q9NXG0
P38398,Q9NXR7
P38398,Q9NXV6
P38398,Q9P0J6
P38398,Q9UBD5
P38398,Q9UBL3
P38398,Q9UBU7
P38398,Q9UBU8
P38398,Q9UBZ9
P38398,Q9UG56
P38398,Q9UHK0
P38398,Q9UHV7
P38398,Q9UHW5
P38398,Q9UI43
P38398,Q9UIC8
P38398,Q9UKJ0
P38398,Q9UKN8
P38398,Q9UKT4
P38398,Q9ULK4
P38398,Q9ULW0
P38398,Q9UNH7
P38398,Q9UPN7
P38398,Q9UPS8
P38398,Q9UQB9
P38398,Q9Y253
P38398,Q9Y295
P38398,Q9Y2I6
P38398,Q9Y385
P38398,Q9Y4A5
P38398,Q9Y5A6
P38398,Q9Y6Q9
P38405,P63165
P38405,Q9NWV8
P38405,Q9UM82
P38405,Q9Y6I4
P38432,P51116
P38432,P54253
P38432,P55072
P38432,P61289
P38432,P61956
P38432,P67870
P38432,Q07021
P38432,Q12800
P38432,Q13895
P38432,Q14782
P38432,Q14978
P38432,Q15020
P38432,Q16594
P38432,Q16637
P38432,Q16719
P38432,Q32MA8
P38432,Q3SY90
P38432,Q49A95
P38432,Q4J6C6
P38432,Q53H82
P38432,Q58EX7
P38432,Q59GT2
P38432,Q59GV9
P38432,Q5JVS0
P38432,Q5QTQ6
P38432,Q5TD97
P38432,Q5TG91
P38432,Q5W0Q7
P38432,Q674X7
P38432,Q6BCY4
P38432,Q6IAU5
P38432,Q6NT76
P38432,Q6ZSN3
P38432,Q6ZVK8
P38432,Q75KM8
P38432,Q75MZ1
P38432,Q86Y07
P38432,Q8IYF1
P38432,Q8N2W9
P38432,Q8NHQ1
P38432,Q8TAP6
P38432,Q8TBB1
P38432,Q96CN9
P38432,Q96EY1
P38432,Q96HA8
P38432,Q96JN2
P38432,Q96KG9
P38432,Q96RS0
P38432,Q99873
P38432,Q99986
P38432,Q9BQG0
P38432,Q9BZL1
P38432,Q9GZT8
P38432,Q9H0B6
P38432,Q9H2G4
P38432,Q9NR22
P38432,Q9NRC8
P38432,Q9NRD5
P38432,Q9NRM2
P38432,Q9NSK0
P38432,Q9NZC7
P38432,Q9P2G9
P38432,Q9P2K6
P38432,Q9ULV0
P38432,Q9UNH7
P38432,Q9Y3D8
P38432,Q9Y4C2
P38432,Q9Y6D9
P38435,Q9NRD1
P38484,P61513
P38484,Q13557
P38484,Q15717
P38484,Q96EY1
P38567,P38567
P38570,Q16656
P38570,Q96EP1
P38571,Q02930
P38571,Q15717
P38571,Q16656
P38606,P38606
P38606,P38936
P38606,P45974
P38606,P49006
P38606,P49411
P38606,P55060
P38606,P58546
P38606,P60842
P38606,P61956
P38606,P62820
P38606,P98170
P38606,Q04323
P38606,Q09028
P38606,Q13126
P38606,Q13421
P38606,Q13618
P38606,Q14914
P38606,Q15717
P38606,Q16637
P38606,Q16763
P38606,Q16864
P38606,Q8IWV7
P38606,Q8NBS9
P38606,Q96TC7
P38606,Q9BRA2
P38606,Q9BTM9
P38606,Q9NRD1
P38606,Q9NUL7
P38606,Q9P0L0
P38606,Q9Y5V0
P38646,D3DR86
P38646,P38919
P38646,P41240
P38646,P41279
P38646,P42566
P38646,P42771
P38646,P46108
P38646,P48729
P38646,P49407
P38646,P49674
P38646,P49841
P38646,P50750
P38646,P51858
P38646,P52306
P38646,P52655
P38646,P53602
P38646,P55010
P38646,P56537
P38646,P61326
P38646,P61604
P38646,P61956
P38646,P61981
P38646,P62380
P38646,P62633
P38646,P62993
P38646,P63104
P38646,P63165
P38646,Q00535
P38646,Q00653
P38646,Q01201
P38646,Q04206
P38646,Q04864
P38646,Q05655
P38646,Q07021
P38646,Q12933
P38646,Q13043
P38646,Q13077
P38646,Q13131
P38646,Q13153
P38646,Q13188
P38646,Q13233
P38646,Q13418
P38646,Q13546
P38646,Q13616
P38646,Q13617
P38646,Q13618
P38646,Q13619
P38646,Q13620
P38646,Q14012
P38646,Q14164
P38646,Q14197
P38646,Q15051
P38646,Q15418
P38646,Q15653
P38646,Q15750
P38646,Q15843
P38646,Q16539
P38646,Q16656
P38646,Q19AV6
P38646,Q504Q3
P38646,Q5S007
P38646,Q5SXM8
P38646,Q5TGZ0
P38646,Q6EEV6
P38646,Q7L5N1
P38646,Q7Z6M2
P38646,Q86VP6
P38646,Q8N0X7
P38646,Q8NFJ5
P38646,Q8TCJ0
P38646,Q8TDR0
P38646,Q8WX92
P38646,Q8WXB1
P38646,Q92560
P38646,Q92844
P38646,Q92905
P38646,Q93034
P38646,Q96AC1
P38646,Q96CW1
P38646,Q96DA6
P38646,Q96EB6
P38646,Q96EY1
P38646,Q96GG9
P38646,Q96KB5
P38646,Q96S44
P38646,Q99558
P38646,Q99759
P38646,Q99986
P38646,Q9BQE9
P38646,Q9BRX5
P38646,Q9BUJ0
P38646,Q9BVS4
P38646,Q9H867
P38646,Q9H9G7
P38646,Q9HCE7
P38646,Q9HCN4
P38646,Q9NPF4
P38646,Q9NRC8
P38646,Q9NRD1
P38646,Q9NT62
P38646,Q9NTG7
P38646,Q9NTX7
P38646,Q9NYJ8
P38646,Q9NZL4
P38646,Q9UHD2
P38646,Q9UQL6
P38646,Q9Y4K3
P38646,Q9Y572
P38646,Q9Y6E0
P38646,Q9Y6E2
P38646,Q9Y6K9
P38919,P39023
P38919,P39687
P38919,P40429
P38919,P42152
P38919,P43243
P38919,P46776
P38919,P46778
P38919,P46779
P38919,P46781
P38919,P46821
P38919,P47756
P38919,P49327
P38919,P49588
P38919,P52272
P38919,P52597
P38919,P52907
P38919,P54105
P38919,P54132
P38919,P54727
P38919,P55795
P38919,P60709
P38919,P61254
P38919,P61313
P38919,P61326
P38919,P61513
P38919,P61956
P38919,P61978
P38919,P61981
P38919,P62241
P38919,P62280
P38919,P62314
P38919,P62316
P38919,P62318
P38919,P62424
P38919,P62753
P38919,P62805
P38919,P62807
P38919,P62826
P38919,P62847
P38919,P62899
P38919,P62917
P38919,P62995
P38919,P63104
P38919,P63165
P38919,P67809
P38919,P68032
P38919,P68104
P38919,P68871
P38919,P78362
P38919,P83731
P38919,P84090
P38919,P84098
P38919,P84103
P38919,P98175
P38919,Q00839
P38919,Q01082
P38919,Q01130
P38919,Q02878
P38919,Q06787
P38919,Q06830
P38919,Q07020
P38919,Q07955
P38919,Q08170
P38919,Q12824
P38919,Q12905
P38919,Q12906
P38919,Q13127
P38919,Q13151
P38919,Q13242
P38919,Q13243
P38919,Q13247
P38919,Q13285
P38919,Q13435
P38919,Q13485
P38919,Q13573
P38919,Q13595
P38919,Q13616
P38919,Q13618
P38919,Q13813
P38919,Q14739
P38919,Q15022
P38919,Q15029
P38919,Q15208
P38919,Q15287
P38919,Q15393
P38919,Q15459
P38919,Q15560
P38919,Q15631
P38919,Q16629
P38919,Q16695
P38919,Q16875
P38919,Q3SY84
P38919,Q5T200
P38919,Q6P2Q9
P38919,Q6P3W7
P38919,Q6PII3
P38919,Q70IA6
P38919,Q86V81
P38919,Q86VP6
P38919,Q8IXI1
P38919,Q8IYB3
P38919,Q8N1I0
P38919,Q8TAT6
P38919,Q8TF74
P38919,Q92841
P38919,Q92900
P38919,Q96DI7
P38919,Q96FW1
P38919,Q96HC4
P38919,Q96HS1
P38919,Q96MU7
P38919,Q96Q15
P38919,Q96QD9
P38919,Q96QV6
P38919,Q96SB4
P38919,Q99459
P38919,Q99496
P38919,Q99865
P38919,Q99873
P38919,Q9BQA1
P38919,Q9BRS2
P38919,Q9BV38
P38919,Q9BVP2
P38919,Q9BY77
P38919,Q9BZI7
P38919,Q9BZJ0
P38919,Q9H1J1
P38919,Q9H307
P38919,Q9H3K6
P38919,Q9HCG8
P38919,Q9HCS7
P38919,Q9NRD1
P38919,Q9NW64
P38919,Q9NZC7
P38919,Q9P013
P38919,Q9UBU9
P38919,Q9UI26
P38919,Q9UKV3
P38919,Q9UMS4
P38919,Q9UNP9
P38919,Q9UQ35
P38919,Q9Y2H1
P38919,Q9Y2J2
P38919,Q9Y2W1
P38919,Q9Y3X0
P38919,Q9Y3Y2
P38919,Q9Y5S9
P38919,Q9Y657
P38936,B4DHH9
P38936,P40763
P38936,P42574
P38936,P42766
P38936,P43246
P38936,P45983
P38936,P46379
P38936,P46527
P38936,P47897
P38936,P48745
P38936,P49005
P38936,P49715
P38936,P51668
P38936,P51693
P38936,P52742
P38936,P54252
P38936,P55055
P38936,P55072
P38936,P55084
P38936,P55854
P38936,P56524
P38936,P60709
P38936,P60953
P38936,P61289
P38936,P61978
P38936,P62195
P38936,P62328
P38936,P62820
P38936,P62879
P38936,P63208
P38936,P63244
P38936,P67870
P38936,P68104
P38936,P68400
P38936,P78396
P38936,Q00526
P38936,Q00534
P38936,Q00535
P38936,Q00987
P38936,Q01094
P38936,Q01105
P38936,Q02978
P38936,Q04724
P38936,Q05516
P38936,Q07020
P38936,Q09028
P38936,Q09472
P38936,Q12766
P38936,Q12834
P38936,Q13107
P38936,Q13200
P38936,Q13309
P38936,Q13432
P38936,Q13509
P38936,Q13547
P38936,Q13616
P38936,Q13619
P38936,Q14397
P38936,Q15025
P38936,Q15047
P38936,Q15834
P38936,Q16236
P38936,Q16531
P38936,Q5RL73
P38936,Q5SZQ8
P38936,Q5T3J3
P38936,Q5VU43
P38936,Q6EMB2
P38936,Q6FI35
P38936,Q6P4I2
P38936,Q6PKC3
P38936,Q6UXH1
P38936,Q71U36
P38936,Q75N90
P38936,Q7L590
P38936,Q7L5D6
P38936,Q7L5N1
P38936,Q7Z419
P38936,Q7Z569
P38936,Q7Z5J4
P38936,Q7Z699
P38936,Q8IYF3
P38936,Q8IZ69
P38936,Q8NBE8
P38936,Q8NFF5
P38936,Q8NFZ5
P38936,Q8TF32
P38936,Q8WTW4
P38936,Q8WYH8
P38936,Q92769
P38936,Q92793
P38936,Q92934
P38936,Q93063
P38936,Q969F2
P38936,Q969P5
P38936,Q96CS2
P38936,Q96CV9
P38936,Q96DB2
P38936,Q96FN4
P38936,Q96FS4
P38936,Q96FW1
P38936,Q96N67
P38936,Q99459
P38936,Q99683
P38936,Q99741
P38936,Q99816
P38936,Q99832
P38936,Q9BQ15
P38936,Q9BRK5
P38936,Q9BT40
P38936,Q9BV68
P38936,Q9BVA1
P38936,Q9H324
P38936,Q9HB58
P38936,Q9HCM9
P38936,Q9NPI5
P38936,Q9NWV4
P38936,Q9NZJ0
P38936,Q9P287
P38936,Q9UBN7
P38936,Q9UHC7
P38936,Q9UHY1
P38936,Q9UID3
P38936,Q9UII4
P38936,Q9UIM3
P38936,Q9ULV3
P38936,Q9UMN6
P38936,Q9UNN5
P38936,Q9Y3C7
P38936,Q9Y4A5
P38936,Q9Y508
P38936,Q9Y600
P38936,Q9Y618
P38936,Q9Y6K9
P39019,P40337
P39019,P42766
P39019,P43351
P39019,P46108
P39019,P46777
P39019,P46778
P39019,P46779
P39019,P46781
P39019,P46782
P39019,P46783
P39019,P48382
P39019,P48729
P39019,P49674
P39019,P49841
P39019,P50914
P39019,P60033
P39019,P60228
P39019,P60866
P39019,P61247
P39019,P61313
P39019,P61513
P39019,P62081
P39019,P62241
P39019,P62244
P39019,P62249
P39019,P62263
P39019,P62269
P39019,P62273
P39019,P62277
P39019,P62280
P39019,P62424
P39019,P62633
P39019,P62701
P39019,P62750
P39019,P62753
P39019,P62829
P39019,P62841
P39019,P62847
P39019,P62851
P39019,P62854
P39019,P62857
P39019,P62899
P39019,P62906
P39019,P62913
P39019,P62979
P39019,P62993
P39019,P63104
P39019,P63173
P39019,P63220
P39019,P68104
P39019,P83731
P39019,P84098
P39019,Q00535
P39019,Q00653
P39019,Q01860
P39019,Q02543
P39019,Q02878
P39019,Q05655
P39019,Q07020
P39019,Q12931
P39019,Q13131
P39019,Q13616
P39019,Q13618
P39019,Q14012
P39019,Q14164
P39019,Q15418
P39019,Q16539
P39019,Q2NL82
P39019,Q504Q3
P39019,Q6PKC3
P39019,Q86VP6
P39019,Q86WX3
P39019,Q8IWZ8
P39019,Q8IYB3
P39019,Q8N684
P39019,Q8NC51
P39019,Q8NHW5
P39019,Q8TCJ2
P39019,Q92905
P39019,Q93034
P39019,Q969P0
P39019,Q96BK5
P39019,Q96E11
P39019,Q96EL3
P39019,Q96KB5
P39019,Q96L21
P39019,Q96S44
P39019,Q99496
P39019,Q99986
P39019,Q9BRP8
P39019,Q9BVS4
P39019,Q9BY44
P39019,Q9HCE7
P39019,Q9NRC8
P39019,Q9NUX5
P39019,Q9NYT0
P39019,Q9P2E9
P39019,Q9UQ35
P39019,Q9Y237
P39019,Q9Y2Q9
P39019,Q9Y4P3
P39019,Q9Y6E0
P39023,P46776
P39023,P46777
P39023,P46778
P39023,P49407
P39023,P49411
P39023,P49757
P39023,P50914
P39023,P56524
P39023,P56537
P39023,P57059
P39023,P60866
P39023,P61247
P39023,P61313
P39023,P61326
P39023,P61956
P39023,P61981
P39023,P62081
P39023,P62241
P39023,P62244
P39023,P62249
P39023,P62277
P39023,P62424
P39023,P62633
P39023,P62701
P39023,P62750
P39023,P62753
P39023,P62829
P39023,P62841
P39023,P62847
P39023,P62854
P39023,P62906
P39023,P62910
P39023,P62913
P39023,P62917
P39023,P63165
P39023,P63173
P39023,P84022
P39023,P84098
P39023,Q02543
P39023,Q02878
P39023,Q07020
P39023,Q12906
P39023,Q12986
P39023,Q13148
P39023,Q13233
P39023,Q13616
P39023,Q13617
P39023,Q13618
P39023,Q13620
P39023,Q14164
P39023,Q14197
P39023,Q15853
P39023,Q504Q3
P39023,Q86VP6
P39023,Q8NHW5
P39023,Q8WUI4
P39023,Q92597
P39023,Q92905
P39023,Q93034
P39023,Q96L21
P39023,Q96S44
P39023,Q99496
P39023,Q99558
P39023,Q9BVS4
P39023,Q9GZN1
P39023,Q9H1Y0
P39023,Q9H3D4
P39023,Q9NRC8
P39023,Q9NX58
P39023,Q9UMR5
P39023,Q9UMX5
P39023,Q9UQL6
P39023,Q9Y2K1
P39023,Q9Y3U8
P39023,Q9Y478
P39023,Q9Y5S2
P39060,P98095
P39060,Q14103
P39060,Q15113
P39060,Q7Z6L1
P39060,Q9NRD1
P39086,P39086
P39086,P78352
P39086,Q86YM7
P39086,Q9NRD5
P39086,Q9Y3R0
P39193,Q9HAU4
P39210,P45880
P39210,P47985
P39210,P50542
P39210,P61586
P39210,P62841
P39210,Q13421
P39210,Q16540
P39210,Q16864
P39210,Q4U2R6
P39210,Q6NUK1
P39210,Q8N4V1
P39210,Q8NFJ5
P39210,Q8WVM8
P39210,Q92520
P39210,Q96DV4
P39210,Q96EY7
P39210,Q9BWM7
P39210,Q9BYC8
P39210,Q9BYD1
P39210,Q9H9J2
P39210,Q9NQ50
P39210,Q9NRX2
P39210,Q9NWU5
P39210,Q9UHA4
P39210,Q9UHQ9
P39210,Q9UHX1
P39210,Q9UI09
P39210,Q9Y3B7
P39210,Q9Y3D3
P39210,Q9Y5K8
P39210,Q9Y6M9
P39482,Q14676
P39656,P39656
P39656,P43360
P39656,P45880
P39656,P46736
P39656,P51571
P39656,P56537
P39656,P62330
P39656,Q00325
P39656,Q05519
P39656,Q12905
P39656,Q13286
P39656,Q15022
P39656,Q16659
P39656,Q86WV6
P39656,Q8N6L1
P39656,Q8TCJ2
P39656,Q8WXH4
P39656,Q9H0U3
P39656,Q9H1C4
P39656,Q9H7B4
P39656,Q9H9G7
P39656,Q9HC24
P39656,Q9NRD1
P39656,Q9UKK6
P39656,Q9UKV5
P39656,Q9UNL2
P39656,Q9UQL6
P39656,Q9Y2Q3
P39656,Q9Y679
P39656,Q9Y6J8
P39687,P46821
P39687,P48431
P39687,P52294
P39687,P54253
P39687,P61758
P39687,P61956
P39687,P62805
P39687,P67775
P39687,P68431
P39687,Q01105
P39687,Q12988
P39687,Q13077
P39687,Q13111
P39687,Q15365
P39687,Q15573
P39687,Q15717
P39687,Q16695
P39687,Q16777
P39687,Q16778
P39687,Q66K89
P39687,Q6ZQU3
P39687,Q7L2J0
P39687,Q96HC4
P39687,Q99933
P39687,Q9UNZ2
P39748,E5KNL5
P39748,P49841
P39748,P52565
P39748,P54132
P39748,P54274
P39748,P60896
P39748,P61956
P39748,P62834
P39748,Q09472
P39748,Q14191
P39748,Q14738
P39748,Q6ZW49
P39748,Q93052
P39748,Q96FC9
P39748,Q96NY9
P39748,Q99638
P39748,Q99986
P39748,Q9BPX3
P39748,Q9BQ52
P39748,Q9Y5L0
P39877,P47712
P39880,P61244
P39880,Q9BQ52
P39900,Q03405
P39905,P39905
P39905,P56159
P39905,Q92905
P40121,Q15003
P40123,P62258
P40123,P63261
P40123,P78330
P40123,Q01518
P40123,Q92888
P40123,Q9Y2A7
P40145,P62158
P40145,P67775
P40189,P40763
P40189,P42224
P40189,P42702
P40189,P48736
P40189,P50750
P40189,P62993
P40189,Q03405
P40189,Q05655
P40189,Q06124
P40189,Q16619
P40189,Q8N3K9
P40189,Q8NI17
P40189,Q99650
P40197,P63104
P40198,Q8N752
P40199,Q14002
P40199,Q16568
P40222,P41252
P40222,P47897
P40222,Q12846
P40222,Q13277
P40222,Q13765
P40222,Q15046
P40222,Q15717
P40222,Q16623
P40222,Q16656
P40222,Q6P3X3
P40222,Q7Z2W7
P40222,Q8N3L3
P40222,Q92890
P40222,Q9BZA4
P40222,Q9H0D6
P40222,Q9H6S1
P40222,Q9NUQ3
P40222,Q9UHD2
P40222,Q9Y4P8
P40222,Q9Y6K9
P40225,P40238
P40225,Q09472
P40225,Q96BI3
P40225,Q9Y6R0
P40227,P40337
P40227,P45974
P40227,P46531
P40227,P48643
P40227,P49368
P40227,P49674
P40227,P50750
P40227,P50990
P40227,P50991
P40227,P55072
P40227,P60510
P40227,P62714
P40227,P63104
P40227,P63151
P40227,P67775
P40227,P68363
P40227,P78318
P40227,P78371
P40227,Q00005
P40227,Q00535
P40227,Q13033
P40227,Q13043
P40227,Q13131
P40227,Q13233
P40227,Q13326
P40227,Q13418
P40227,Q13618
P40227,Q14324
P40227,Q15257
P40227,Q15796
P40227,Q16656
P40227,Q20BG9
P40227,Q504Q3
P40227,Q66LE6
P40227,Q6EEV6
P40227,Q8IXQ9
P40227,Q8N3Y1
P40227,Q8NHY2
P40227,Q8TCJ0
P40227,Q8TF42
P40227,Q8WZ42
P40227,Q96M98
P40227,Q96S44
P40227,Q99759
P40227,Q99832
P40227,Q9BVS4
P40227,Q9BWH6
P40227,Q9HCE7
P40227,Q9HCN4
P40227,Q9NRD1
P40227,Q9NZC7
P40227,Q9UH92
P40227,Q9UHD2
P40227,Q9UKK3
P40227,Q9UQL6
P40227,Q9Y2T4
P40227,Q9Y3A3
P40227,Q9Y5B9
P40227,Q9Y6E0
P40238,Q06124
P40238,Q16656
P40238,Q8WWM7
P40238,Q9H9E1
P40238,Q9Y4H2
P40259,P43403
P40259,P43405
P40259,P51451
P40259,Q05397
P40259,Q15717
P40259,Q92783
P40261,Q96LC9
P40261,Q9UBN7
P40305,Q13309
P40305,Q9VFJ1
P40305,Q9W1I9
P40306,P49720
P40306,Q06323
P40306,Q15008
P40306,Q9UL46
P40306,Q9Y244
P40313,Q9UK53
P40337,A0N4V7
P40337,A6NIX2
P40337,E1JNM9
P40337,P41252
P40337,P41743
P40337,P42677
P40337,P42766
P40337,P42771
P40337,P43307
P40337,P43354
P40337,P43487
P40337,P45973
P40337,P46777
P40337,P46778
P40337,P46781
P40337,P46782
P40337,P46783
P40337,P47756
P40337,P47813
P40337,P47914
P40337,P47985
P40337,P48047
P40337,P48200
P40337,P48643
P40337,P48739
P40337,P49257
P40337,P49368
P40337,P49427
P40337,P49720
P40337,P49755
P40337,P49773
P40337,P50395
P40337,P50748
P40337,P50914
P40337,P50990
P40337,P50991
P40337,P51148
P40337,P51149
P40337,P51668
P40337,P51991
P40337,P52272
P40337,P53396
P40337,P54764
P40337,P55795
P40337,P56134
P40337,P58546
P40337,P60660
P40337,P60709
P40337,P60900
P40337,P61019
P40337,P61077
P40337,P61081
P40337,P61086
P40337,P61088
P40337,P61106
P40337,P61247
P40337,P61513
P40337,P61604
P40337,P61626
P40337,P61758
P40337,P61978
P40337,P62158
P40337,P62244
P40337,P62249
P40337,P62263
P40337,P62280
P40337,P62330
P40337,P62424
P40337,P62487
P40337,P62491
P40337,P62750
P40337,P62753
P40337,P62805
P40337,P62807
P40337,P62834
P40337,P62877
P40337,P62888
P40337,P62906
P40337,P62913
P40337,P62942
P40337,P63165
P40337,P63241
P40337,P63244
P40337,P68036
P40337,P68366
P40337,P68371
P40337,P68400
P40337,P78371
P40337,P78396
P40337,P82979
P40337,P83916
P40337,P99999
P40337,Q00005
P40337,Q00839
P40337,Q01105
P40337,Q01469
P40337,Q01955
P40337,Q02543
P40337,Q04724
P40337,Q04941
P40337,Q05513
P40337,Q05655
P40337,Q06830
P40337,Q09028
P40337,Q09472
P40337,Q12906
P40337,Q12996
P40337,Q13185
P40337,Q13263
P40337,Q13309
P40337,Q13315
P40337,Q13404
P40337,Q13526
P40337,Q13547
P40337,Q13574
P40337,Q13617
P40337,Q13748
P40337,Q14019
P40337,Q14031
P40337,Q14103
P40337,Q14197
P40337,Q14203
P40337,Q14241
P40337,Q14318
P40337,Q14CZ7
P40337,Q15019
P40337,Q15185
P40337,Q15208
P40337,Q15286
P40337,Q15365
P40337,Q15369
P40337,Q15370
P40337,Q15459
P40337,Q15652
P40337,Q15678
P40337,Q15717
P40337,Q15843
P40337,Q15942
P40337,Q16576
P40337,Q16656
P40337,Q16658
P40337,Q16665
P40337,Q16878
P40337,Q1HVX4
P40337,Q32P28
P40337,Q3MHD2
P40337,Q3ZAQ7
P40337,Q5SQT9
P40337,Q5XKP0
P40337,Q6AI12
P40337,Q6FGD7
P40337,Q6FGG2
P40337,Q6FGU2
P40337,Q6FHT8
P40337,Q6IE81
P40337,Q6P1L8
P40337,Q6PEY2
P40337,Q6ZRY4
P40337,Q71U36
P40337,Q71UM5
P40337,Q7Z443
P40337,Q86SE5
P40337,Q86SX6
P40337,Q8IUC4
P40337,Q8N163
P40337,Q8N2W9
P40337,Q8N4S0
P40337,Q8N6L1
P40337,Q8NBJ5
P40337,Q8TAX0
P40337,Q8TBK9
P40337,Q8TBZ2
P40337,Q8TDY2
P40337,Q8TE49
P40337,Q8TEW0
P40337,Q8TEY7
P40337,Q8WU17
P40337,Q8WVV9
P40337,Q92570
P40337,Q92769
P40337,Q92830
P40337,Q92831
P40337,Q92839
P40337,Q92841
P40337,Q92845
P40337,Q92905
P40337,Q92922
P40337,Q92963
P40337,Q92993
P40337,Q93034
P40337,Q93052
P40337,Q93062
P40337,Q969H8
P40337,Q96AG4
P40337,Q96B26
P40337,Q96EY1
P40337,Q96F10
P40337,Q96FW1
P40337,Q96GA3
P40337,Q96GG9
P40337,Q96IF1
P40337,Q96KM6
P40337,Q96QK1
P40337,Q99417
P40337,Q99471
P40337,Q99595
P40337,Q99661
P40337,Q99700
P40337,Q99729
P40337,Q99814
P40337,Q99832
P40337,Q99873
P40337,Q99880
P40337,Q9BQ67
P40337,Q9BQG0
P40337,Q9BRA2
P40337,Q9BRT2
P40337,Q9GZT9
P40337,Q9GZV4
P40337,Q9H0E3
P40337,Q9H0U4
P40337,Q9H257
P40337,Q9H773
P40337,Q9H869
P40337,Q9HAV7
P40337,Q9HBH9
P40337,Q9NPB6
P40337,Q9NR22
P40337,Q9NRP2
P40337,Q9NWT6
P40337,Q9NZ23
P40337,Q9P031
P40337,Q9P258
P40337,Q9UBF6
P40337,Q9UBK9
P40337,Q9UBQ5
P40337,Q9UDY8
P40337,Q9UGP4
P40337,Q9UHV9
P40337,Q9UI30
P40337,Q9ULC4
P40337,Q9ULX3
P40337,Q9UM00
P40337,Q9UM11
P40337,Q9UNE7
P40337,Q9UNM6
P40337,Q9UQN3
P40337,Q9Y266
P40337,Q9Y2K6
P40337,Q9Y2N7
P40337,Q9Y376
P40337,Q9Y3A3
P40337,Q9Y3B4
P40337,Q9Y3C8
P40337,Q9Y3D3
P40337,Q9Y3D9
P40337,Q9Y496
P40337,Q9Y4L1
P40337,Q9Y547
P40337,Q9Y5B9
P40337,Q9Y5M8
P40337,Q9Y6W3
P40337,Q9Y6Y0
P40394,Q86VP6
P40424,P40425
P40424,P49639
P40424,P51532
P40424,P52945
P40424,P55347
P40424,Q00987
P40424,Q12948
P40424,Q13547
